,Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
10980,"Paragon Systems, Inc.",05-RC-272238,Washington,DC,2021-02-04,"Region 05, Baltimore, Maryland",Closed,04/07/2021,Certific. of Representative,14.0,10.0,Fraternity of American Protective Officers (FAPO) and its Local 101,"Included: All full-time and regular part-time armed and unarmed security officers and reserve
officers employed by the Employer under its contract with the Federal Protective Service at the facility
currently located at 1275 First Street, NE, Washington, DC 20526
Excluded:All other employees, office clerical employees, temporary employees, confidential employees,
professional employees, managerial employees, and supervisors as defined in the Act."
10981,Providence Health & Services - Washington d/b/a Providence Centralia Hospital,19-RC-272189,Centralia,WA,2021-02-03,"Region 19, Seattle, Washington",Closed,04/19/2021,Certific. of Representative,22.0,22.0,"United Food and Commercial Workers Local 3000, affiliated with United Food and Commercial Workers International Union, AFL-CIO","Included: 

All full-time, part-time, and per diem employees, employed by the employer at the following locations: 2015 Cooks Hill Road, Suite 100, Centralia, WA 98531, 1200 Basich Blvd, Aberdeen, WA 98520, and 4525 3rd Ave SE, Lacey, WA 98503; and in the following job classifications: Dosimetrists, Medical Receptionists, Patient Care Coordinators, Radiation Therapists, and Registered Nurses. 

Excluded: 

All other employees, managerial employees, confidential employees, and guards and supervisors as defined by the Act."
10983,"Colectivo Coffee Roasters, Inc",18-RC-272212,Milwaukee,WI,2021-02-03,"Region 18, Minneapolis, Minnesota",Closed,03/24/2022,Certific. of Representative,328.0,339.0,International Brotherhood of Electrical Workers Local Unions 494 & 1220,"Included:  All full-time and part-time employees of the employer in the classifications of All Café Coworkers, MOD, Ambassador, LROD, Driver, Coffee Trainer, Roaster, Warehouse Worker, Service Technician, Shift Lead and Bakery Worker, working at the café, bakery and warehouse locations in Illinois and Wisconsin.

Excluded:  Supervisory, General Manager, Officer Clerical, Professional employees and guards as defined by the Act and other employees."
10984,Detroit Medical Center Huron Valley-Sinai Hospital,07-RC-272211,Commerce Township,MI,2021-02-03,"Region 07, Detroit, Michigan",Closed,04/12/2021,Certific. of Representative,292.0,327.0,SEIU Healthcare Michigan,"Included: All unrepresented Technical Employees and Service and Maintenance Employees.

Excluded: All other classifications, including but not limited to Skilled Maintenance Employees, Business Office Clerical Employees, Guards, Managers, Confidential Employees and Supervisors as defined by the Act and all currently represented employees."
10986,"MIRACORP, Inc.",27-RC-272114,Denver,CO,2021-02-02,"Region 27, Denver, Colorado",Closed,04/09/2021,Certification of Results,2.0,2.0," International Union of Operating Engineers, Local 1, AFL-CIO","Included: Production Control Clerks Excluded: All supervisors, security, confidential and temporary employees as defined by the Act"
10987,UHO aka Urban Home Ownership Corp,02-RC-272146,New York,NY,2021-02-02,"Region 02, New York, New York",Closed,02/18/2021,Withdrawal Non-adjusted,,6.0,,"Included: Superintendents, Handymen and Porters Excluded: Security Guards and Management Clerks"
10988,"Borgers Ohio, Inc.",08-RC-272130,Norwalk,OH,2021-02-02,"Region 08, Cleveland, Ohio",Closed,05/12/2021,Certification of Results,219.0,250.0,,"Included: All full-time and regular part-time production and maintenance employees.

Excluded: All temporary / agency employees, office clerical employees, all professional employees, guards and supervisors as defined in the Act."
10990, Brookfield Global Integrated Solutions,22-RC-272027,Piscataway,NJ,2021-02-01,"Region 22, Newark, New Jersey",Closed,03/05/2021,Withdrawal Non-adjusted,,4.0,,"Included:  Chief Engineer, Engineers and Mechanics.

Excluded:  Technical, Clerical, Professional, Managers and Security Guards as defined in the Act."
10992,"Taylor Farms California, Inc.",28-RC-272061,Yuma,AZ,2021-02-01,"Region 28, Phoenix, Arizona",Closed,06/25/2021,Certific. of Representative,24.0,25.0, International Brotherhood of Teamsters Local Union 890,"INCLUDED:  All rotators and loaders

EXCLUDED:  All dispatchers, guards, supervisors, clerical employees as defined by the Act."
10994,Meyer Industrial Container Inc. d/b/a Mauser Packaging Solutions,13-RC-271977,Chicago,IL,2021-01-29,"Region 13, Chicago, Illinois",Closed,04/08/2021,Certification of Results,2.0,2.0,,"Included: All hourly paid full-time, part-time, and temporary dispatchers. (Armour-Globe self-determination petition) Excluded: All confidential employees, guards, professional employees, and supervisors as defined by the Act."
10995,Transcontinental Ultra Flex,29-RC-272080,Brooklyn,NY,2021-01-29,"Region 29, Brooklyn, New York",Closed,04/27/2021,Certific. of Representative,156.0,200.0,"Transportation, Production & Warehouse Employees Union Local 438","Included: all full time and part time bargaining unit employees Excluded: office, clerical, guards"
10996,"EXECUTIVE RESIDENTIAL ELEVATOR, LLC",09-RC-271979,Louisville,KY,2021-01-29,"Region 09, Cincinnati, Ohio",Closed,04/05/2021,Certific. of Representative,21.0,19.0,"International Union of Elevator Constructors, AFL-CIO","Included:  All full-time and regular part-time elevator constructor helpers, mechanics and adjusters employed by the Employer at its facility located at 812 Magnolia Ave., Louisville, Kentucky 40209.

Excluded:  All other employees, managers, office clericals, guards and supervisors as defined in the Act."
10997,21st Century Cyber Charter School,04-RC-272006,West Chester,PA,2021-01-29,"Region 04, Philadelphia, Pennsylvania",Closed,09/08/2021,Certific. of Representative,88.0,93.0,"21ST CENTURY CYBER EDUCATION ASSOCIATION, PSEA/NEA","Included: All full-time and regular part-time professional instructional employees, including lead teachers, teachers, counselors, registered nurses, long term substitute teachers, and content developers employed by the Employer at its West Chester, Downingtown and Murrysville, Pennsylvania facilities; Excluded: All office clerical employees and guards, managerial employees and supervisors as defined in the Act, and all other employees"
10998,"Nestle USA, Inc.",25-RC-272018,Anderson,IN,2021-01-29,"Region 25, Indianapolis, Indiana",Closed,05/05/2021,Certification of Results,497.0,400.0,,"Included:
All full time and regular part time production and distribution center employees employed by the
employer at the employer's facility in Anderson, Indiana.
Excluded: All quality control and office clerical employees, mechanics, maintenance employees, professional
2,mployees, temporary employees, guards, and supervisors as defined in The Act and all other employees."
10999,"Institute for Community Living, Inc.",29-RC-272040,Brooklyn,NY,2021-01-29,"Region 29, Brooklyn, New York",Closed,02/17/2021,Withdrawal Non-adjusted,,8.0,,"Included:
Direct Care Professionals, Registered Nurses at 2042A Pacific St, Brooklyn NY, 11233
Excluded:
All other employees including guards and supervisors as defined by the Act"
11000,"Valiant Global Defense Services, Inc. dba Valiant Integrated Services",19-RC-272034,Oak Harbor,WA,2021-01-29,"Region 19, Seattle, Washington",Closed,04/16/2021,Certific. of Representative,4.0,6.0,International Association of Machinists and Aerospace Workers Local Lodge 130,"Included:  Electronic Warfare Intelligence Analyst/Instructor, Acoustic Intelligence Analyst/Instructor, Acoustic Warfare Contact Instructor Aircrew, Electronic Warfare Contact Instructor Aircrew, AAAT Program Lead, DARTS Program Lead.

Excluded:  Managers, Supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.  












"
11002,"Import Motors II, Inc. dba Audi Concord",32-RC-272003,Concord,CA,2021-01-29,"Region 32, Oakland, California",Closed,01/10/2022,Certific. of Representative,13.0,5.0,Machinists Automotive Trades District Lodge No. 190,"Included: All full-time and regular part-time Service Advisors.

Excluded: All others."
11003,"Diversified Glass & Storefronts, Inc.",02-RC-271961,Orangeburg,NY,2021-01-29,"Region 02, New York, New York",Closed,05/03/2021,Certification of Results,40.0,43.0,"DISTRICT COUNCIL 9,  INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES, AFL-CIO","Included: 
All full-time and regular part-time employees engaged in the performance of field installation work (including field leads), shop fabrication, and drivers employed by the Employer at its 8 Olympic Drive, Orangeburg, NY location (and/or performing such field installation work activities on site at the Employer’s customers’ locations during the payroll period ending February 15, 2021.
Excluded: All other employees, including confidential employees, mangers, guards, professional employees, and supervisors as defined in the Act."
11005,"Planned Parenthood of Western Pennsylvania, Inc.",06-RC-271932,Pittsburgh,PA,2021-01-28,"Region 06, Pittsburgh, Pennsylvania",Closed,03/23/2021,Certific. of Representative,36.0,35.0,Healey Block LLC,"Included: 
VOTING GROUP - UNIT A (PROFESSIONAL UNIT): 
All full-time and regular part-time Clinicians, Float Clinicians, Physician Assistants, Registered Nurses, Behavioral Specialists employed by the employer at it's Pittsburgh AB, Pittsburgh Family Planning, Bridgeville Family Planning, Moon Family Planning, Greensburg Family Planning, Johnstown Family Planning, Somerset Family Planning, Education Departments and Development Department locations. 

Excluded: 
All confidential employees, managers, guards, and supervisors as defined by the act."
11006,"Universal Protection Service, LLC,  d/b/a Allied Universal Security Services",04-RC-271958,Ridley Park,PA,2021-01-28,"Region 04, Philadelphia, Pennsylvania",Closed,04/15/2021,Certific. of Representative,25.0,26.0,"International Union, Security, Police and Fire Professionals of America (SPFPA)","Included: ALL FULL-TIME AND PART-TIME ARMED AND UNARMED SECURITY OFFICERS PERFORMING GUARD DUTIES AS DEFINED IN SECTION 9(b)(3) OF THE NATIONAL LABOR RELATIONS ACT, EMPLOYED BY ALLIED UNIVERSAL @189 SOUTH STEWART AVE, RIDLEY PARK, PA 19078.  Excluded: ALL OFFICE CLERICAL EMPLOYEES, PROFESSIONAL EMPLOYEES AND SUPERVISORS AS DEFINED BY THE ACT."
11007,Swift Beef Company,27-RC-271964,Greeley,CO,2021-01-28,"Region 27, Denver, Colorado",Closed,06/09/2021,Certification of Results,5.0,6.0,United Food and Commercial Workers Local 7,"Included: All classroom trainers in a self-determination election to determine whether they will be represented by Petitioner and join the existing bargaining unit represented by Petitioner at the Greeley, Colorado plant (Armour-Globe election). Excluded: All other employees, supervisors, security, confidential, and all temporary employees as defined in the Act."
11009,"Central Coast Cooling, LLC",21-RC-271940,El Centro,CA,2021-01-28,"Region 21, Los Angeles, California",Closed,03/25/2021,Certific. of Representative,26.0,38.0,TEAMSTERS LOCAL UNION 890,"Included:  All Cooler employees

Excluded:  All supervisors, guards, office clerical and management."
11010,"Central Yetev Lev D'Satmar Meat,  Inc.",29-RC-271860,Brooklyn,NY,2021-01-27,"Region 29, Brooklyn, New York",Closed,07/13/2021,Certific. of Representative,35.0,19.0,The United Production Workers Union Local 17-18,"Included: All regular fill-time and part-time nonsupervisory personel

Excluded-office clerical and supervisor as defined by the national labor relations act as ammend"
11011,The ReDCo Group LLC,04-RC-271869,Pottsville,PA,2021-01-27,"Region 04, Philadelphia, Pennsylvania",Closed,04/08/2021,Certific. of Representative,68.0,65.0,"Service Employees International Union, Local 668","Included: MT, MT-ABA, BSC, BSC-ABA,BHT, BHT-ABA, RBT, TSS, BC, BC-ABA Excluded: Statutory Managers, confidential employees and other workers explicitly excluded by the Act"
11012,"Ascend Illinois, LLC",25-RC-271848,Springfield,IL,2021-01-27,"Region 25, Indianapolis, Indiana",Closed,04/27/2021,Certific. of Representative,42.0,40.0,Local 881 United Food and Commercial Workers,"Included: All full-time and part-time Retail Bud and Agents in Charge
Excluded:
Managers, supervisors and security guards as defined by the Act"
11014,"Paragon Systems, Inc.",05-RC-271866,Washington,DC,2021-01-27,"Region 05, Baltimore, Maryland",Closed,02/05/2021,Withdrawal Non-adjusted,,10.0,,"Included: All Officers and Sergeants Employed at the Peace Corps at 1275 First Street NE, Washington DC, Excluded: All Lieutenants, Captains, Majors, Clerical and Managerial Employees as defined by the Act.
"
11015,"Stadium Casino RE, LLC d/b/a Live! Casino & Hotel Philadelphia",04-RC-271854,Philadelphia,PA,2021-01-27,"Region 04, Philadelphia, Pennsylvania",Closed,03/26/2021,Certific. of Representative,16.0,20.0,"Laborers' International Union of North America, Laborers' Local Union No. 332, AFL-CIO","Included:  All full-time and regular part-time hourly Facilities Attendants and hourly Utilities Attendants employed by the Employer at its facility located at 900 Packer Ave., Philadelphia, PA 19148.

Excluded:  All other classifications, all Lead Facilities Attendants and Lead Utilities Attendants , other employees, electrical employees, clerical guards, supervisors, managerial employees and professional employees and professional employees as defined in the Act."
