,Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Year,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
4632,"12, 12 JAC, 12 MIA, 24",12-RC-329128,,"XPERT'S, LLC",RC,San Juan,PR,2023-12-22 00:00:00,1781,272,622,SPT- LOCAL SEIU 1996 Service Employees International Union (SEIU),Directed,WON,,2024-02-01 00:00:00,Certific. of Representative,2024,,,,,
4633,"12, 12 JAC, 12 MIA, 24",12-RC-329283,,"Bimbo QSR U.S., LLC.",RC,Valdosta,GA,2023-12-21 00:00:00,92,57,22,"United Food and Commercial Workers Local 1996, AFL-CIO",Stipulated,,LOSS,2024-01-10 00:00:00,Certification of Results,2024,,,,,
4634,"12, 12 JAC, 12 MIA, 24",12-RC-329457,,"Morton Salt, Inc.",RC,Cape Canaveral,FL,2023-12-08 00:00:00,64,30,30,"United Steel, Paper and Forestry, Rubber Manufacturing, Energy, Allied-Industrial and Service Workers International Union, AFL-CIO-CLC",Stipulated,,LOSS,2024-01-24 00:00:00,Certification of Results,2024,,,,,
4635,"12, 12 JAC, 12 MIA, 24",12-RC-331472,,"Wells Fargo Bank, N.A.",RC,Daytona Beach,FL,2024-01-11 00:00:00,5,1,4,Communications Workers of America,Stipulated,WON,,2024-01-24 00:00:00,Certific. of Representative,2024,,,,,
4636,"12, 12 JAC, 12 MIA, 24",12-RC-331526,,Coquí del Mar Corp. d/b/a Coquí del Mar,RC,Adjuntas,PR,2024-01-13 00:00:00,12,5,6,The Coqui Del Mar Workers Union,Stipulated,WON,,2024-02-22 00:00:00,Certific. of Representative,2024,,,,,
4637,"12, 12 JAC, 12 MIA, 24",12-RC-332189,,Southern Electric Corporation of Mississippi,RC,Miami,FL,2024-01-31 00:00:00,115,56,47,"International Brotherhood of Electrical Workers, Local 222, AFL-CIO",Stipulated,,LOSS,2024-02-22 00:00:00,Certification of Results,2024,,,,,
4638,"12, 12 JAC, 12 MIA, 24",12-RC-332626,,"Platinium Waste Disposal, LLC",RC,Guaynabo,PR,2024-01-24 00:00:00,25,6,19,Central General De Trabajadores,Stipulated,WON,,2024-02-01 00:00:00,Certific. of Representative,2024,,,,,
4639,"12, 12 JAC, 12 MIA, 24",12-RC-333245,,"LEIDOS, Inc.",RC,North Merritt Island,FL,2024-02-15 00:00:00,6,3,3,International Brotherhood of Electrical Workers Local 2088,Stipulated,,LOSS,2024-02-28 00:00:00,Certification of Results,2024,,,,,
4640,"12, 12 JAC, 12 MIA, 24",12-RC-333252,,"All Points Logistics, LLC",RC,North Merritt Island,FL,2024-02-15 00:00:00,12,4,7,International Brotherhood of Electrical Workers Local 2088,Stipulated,WON,,2024-03-06 00:00:00,Certific. of Representative,2024,,,,,
4641,"12, 12 JAC, 12 MIA, 24",12-RC-334013,,"Sarton Puerto Rico, LLC d/b/a IKEA",RC,Carolina,PR,2024-02-20 00:00:00,51,6,26,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2024-03-06 00:00:00,Certific. of Representative,2024,,,,,
4642,"12, 12 JAC, 12 MIA, 24",12-RC-334823,,Starbucks Corporation,RC,Miami,FL,2024-03-07 00:00:00,20,5,7,"Workers United, Southern Regional Joint Board",Stipulated,WON,,2024-03-25 00:00:00,Certific. of Representative,2024,,,,,
4643,"12, 12 JAC, 12 MIA, 24",12-RC-335027,,"Leidos, Inc.",RC,Merritt Island,FL,2024-02-22 00:00:00,7,0,7,"International Alliance of Theatrical Stage Motion Picture Laboratory and Video Tape Technicians Allied Crafts and Government Employees, Local 780, AFL-CIO",Stipulated,WON,,2024-03-06 00:00:00,Certific. of Representative,2024,,,,,
4644,"12, 12 JAC, 12 MIA, 24",12-RC-336096,,"ProSolar Systems, LLC",RC,Christiansted,VI,2024-03-18 00:00:00,18,9,8,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO-CLC and its affiliated Local 8526",Stipulated,,LOSS,2024-03-27 00:00:00,Certification of Results,2024,,,,,
4645,"12, 12 JAC, 12 MIA, 24",12-RC-336249,,"Wells Fargo Bank, N.A.",RC,Apopka,FL,2024-03-19 00:00:00,6,0,6,"Wells Fargo Workers United, affiliated with Communications Workers of America, AFL-CIO",Stipulated,WON,,2024-04-10 00:00:00,Certific. of Representative,2024,,,,,
4646,"12, 12 JAC, 12 MIA, 24",12-RC-336785,,"Riverside Theatre, Inc.",RC,Vero Beach,FL,2024-04-02 00:00:00,8,2,6,"International Alliance of Theatrical Stage Employees, Local 500",Stipulated,WON,,2024-04-17 00:00:00,Certific. of Representative,2024,,,,,
4647,"12, 12 JAC, 12 MIA, 24",12-RC-337216,,"United Natural Foods Inc. and Albert's Organics, Inc.",RC,Sarasota,FL,2024-05-04 00:00:00,79,0,75,"International Brotherhood of Teamsters, Local 79",Directed,WON,,2024-05-23 00:00:00,Certific. of Representative,2024,,,,,
4648,"12, 12 JAC, 12 MIA, 24",12-RC-337494,,"Wells Fargo Bank, N.A.",RC,Belleview,FL,2024-04-02 00:00:00,10,4,4,"Wells Fargo Workers United, affiliated with Communication Workers of America, AFL-CIO",Stipulated,,LOSS,2024-04-18 00:00:00,Certification of Results,2024,,,,,
4649,"12, 12 JAC, 12 MIA, 24",12-RC-338131,,"Wells Fargo Bank, N.A.",RC,Bradenton,FL,2024-04-16 00:00:00,5,1,4,"Wells Fargo Workers United, affiliated with Communications Workers of America, AFL-CIO",Stipulated,WON,,2024-04-30 00:00:00,Certific. of Representative,2024,,,,,
4650,"12, 12 JAC, 12 MIA, 24",12-RC-339054,,Hospital Metropolitano de Cabo Rojo,RC,Cabo Rojo,PR,2024-04-26 00:00:00,41,17,14,Unidad Laboral de Enfermeras (os) y Empleados de la Salud,Stipulated,,LOSS,2024-05-10 00:00:00,Certification of Results,2024,,,,,
4651,"12, 12 JAC, 12 MIA, 24",12-RC-339191,,Liberty Communications of Puerto Rico LLC,RC,San Juan,PR,2024-04-24 00:00:00,23,11,10,"Communications Workers of America, AFL-CIO, CLC",Stipulated,,LOSS,2024-05-06 00:00:00,Certification of Results,2024,,,,,
4652,"12, 12 JAC, 12 MIA, 24",12-RC-339307,,"Miami City Ballet, Inc.,",RC,Miami Beach,FL,2024-05-14 00:00:00,54,31,20,American Guild of Musical Artists,Directed,,LOSS,2024-05-29 00:00:00,Certification of Results,2024,,,,,
4653,"12, 12 JAC, 12 MIA, 24",12-RC-339854,,"Underwater Mechanix Services, LLC",RC,Jacksonville,FL,2024-07-17 00:00:00,18,17,0,Deep6Divers-Union,Directed,,LOSS,2024-08-08 00:00:00,Certification of Results,2024,,,,,
4654,"12, 12 JAC, 12 MIA, 24",12-RC-339921,,"Hospital General De Castañer, Inc.",RC,Lares,PR,2024-05-07 00:00:00,6,0,4,"Union General de Trabajadores Local 1199, Service Employees International Union (SEIU)",Stipulated,WON,,2024-05-16 00:00:00,Certific. of Representative,2024,,,,,
4655,"12, 12 JAC, 12 MIA, 24",12-RC-340264,,"Mikeyco, Inc. d/b/a A Crew For You",RC,Boynton Beach,FL,2024-06-11 00:00:00,127,29,45,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, Its Territories and Canada, AFL-CIO, CLC",Stipulated,WON,,2024-06-27 00:00:00,Certific. of Representative,2024,,,,,
4656,"12, 12 JAC, 12 MIA, 24",12-RC-340406,,SCI Puerto Rico I d/b/a Cementerio Los Cipreses,RC,Bayamon,PR,2024-05-16 00:00:00,11,0,10,"Union de Tronquistas de Puerto Rico, Local 901, IBT",Stipulated,WON,,2024-06-06 00:00:00,Certific. of Representative,2024,,,,,
4657,"12, 12 JAC, 12 MIA, 24",12-RC-340535,,"Keolis Transit America, Inc.",RC,Dania Beach,FL,2024-05-10 00:00:00,1,0,0,International Brotherhood of Teamsters Local Union 769,Stipulated,,LOSS,2024-06-21 00:00:00,Certification of Results,2024,,,,,
4658,"12, 12 JAC, 12 MIA, 24",12-RC-340843,,"Jones Lang LaSalle Americas, Inc.",RC,Miami,FL,2024-05-23 00:00:00,4,0,4,"International Union of Operating Engineers Local 30-F, AFL-CIO",Stipulated,WON,,2024-06-06 00:00:00,Certific. of Representative,2024,,,,,
4659,"12, 12 JAC, 12 MIA, 24",12-RC-341312,,Starbucks Corporation,RC,Tampa,FL,2024-05-14 00:00:00,26,5,13,"Workers United, Southern Regional Joint Board",Consent,WON,,2024-05-29 00:00:00,Certific. of Representative,2024,,,,,
4660,"12, 12 JAC, 12 MIA, 24",12-RC-341431,,Imperial Dade,RC,Orlando,FL,2024-05-23 00:00:00,47,8,34,"Teamsters Local 385, International Brotherhood of Teamsters",Stipulated,WON,,2024-06-05 00:00:00,Certific. of Representative,2024,,,,,
4661,"12, 12 JAC, 12 MIA, 24",12-RC-341683,,"Wells Fargo Bank, N.A.",RC,Fort Myers,FL,2024-06-04 00:00:00,5,0,5,"Wells Fargo Workers United, The Communications Workers of America",Stipulated,WON,,2024-06-24 00:00:00,Certific. of Representative,2024,,,,,
4662,"12, 12 JAC, 12 MIA, 24",12-RC-341865,,"Wells Fargo Bank, NA",RC,Spring Hill,FL,2024-06-11 00:00:00,10,1,9,"Wells Fargo Workers United, The Communications Workers of America",Stipulated,WON,,2024-06-27 00:00:00,Certific. of Representative,2024,,,,,
4663,"12, 12 JAC, 12 MIA, 24",12-RC-342021,,"Glades Electric Cooperative, Inc.",RC,Moore Haven,FL,2024-05-30 00:00:00,4,0,4,"Local 1933 of the International Brotherhood of Electrical Workers, North Ft. Myers",Stipulated,WON,,2024-06-21 00:00:00,Certific. of Representative,2024,,,,,
4664,"12, 12 JAC, 12 MIA, 24",12-RC-342732,,"Universal Protection Service, LLC d/b/a Allied Universal Security Services",RC,Tampa,FL,2024-06-18 00:00:00,70,9,14,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2024-07-03 00:00:00,Certific. of Representative,2024,,,,,
4665,"12, 12 JAC, 12 MIA, 24",12-RC-343061,,Corporación SANOS,RC,Caguas,PR,2024-06-24 00:00:00,36,18,16,Unidad Laboral de Enfermeras (os) y Empleados de la Salud,Stipulated,,LOSS,2024-07-11 00:00:00,Certification of Results,2024,,,,,
4666,"12, 12 JAC, 12 MIA, 24",12-RC-343172,,Corporación SANOS,RC,Caguas,PR,2024-06-24 00:00:00,8,7,1,Unidad Laboral de Enfermeras (os) y Empleados de la Salud,Stipulated,,LOSS,2024-07-18 00:00:00,Certification of Results,2024,,,,,
4667,"12, 12 JAC, 12 MIA, 24",12-RC-343177,,Corporación SANOS,RC,Caguas,PR,2024-06-24 00:00:00,17,10,7,Unidad Laboral de Enfermeras (os) y Empleados de la Salud,Stipulated,,LOSS,2024-07-18 00:00:00,Certification of Results,2024,,,,,
4668,"12, 12 JAC, 12 MIA, 24",12-RC-343221,,Corporación SANOS,RC,Caguas,PR,2024-06-24 00:00:00,3,2,1,Unidad Laboral de Enfermeras(os) y Empleados de la Salud,Stipulated,,LOSS,2024-07-18 00:00:00,Certification of Results,2024,,,,,
4669,"12, 12 JAC, 12 MIA, 24",12-RC-343256,,Corporación SANOS,RC,Caguas,PR,2024-06-24 00:00:00,2,1,1,Unidad Laboral de Enfermeras (os) y Empleados de la Salud,Stipulated,,LOSS,2024-07-18 00:00:00,Certification of Results,2024,,,,,
4670,"12, 12 JAC, 12 MIA, 24",12-RC-343663,,Starbucks Corporation,RC,Pinecrest,FL,2024-06-18 00:00:00,16,1,12,"Workers United, Southern Regional Joint Board",Consent,WON,,2024-07-02 00:00:00,Certific. of Representative,2024,,,,,
4671,"12, 12 JAC, 12 MIA, 24",12-RC-343721,,"Triple S Salud, Inc.",RC,San Juan,PR,2024-06-27 00:00:00,57,22,28,Unidos Trabajando por la Salud,Stipulated,WON,,2024-07-15 00:00:00,Certific. of Representative,2024,,,,,
4672,"12, 12 JAC, 12 MIA, 24",12-RC-343773,,"Consolidated Waste Services, LLC",RC,Carolina,PR,2024-07-02 00:00:00,63,15,44,Central General de Trabajadores,Stipulated,WON,,2024-08-22 00:00:00,Certific. of Representative,2024,,,,,
4673,"12, 12 JAC, 12 MIA, 24",12-RC-343974,,"Genera PR, LLC",RC,San Juan,PR,2024-07-17 00:00:00,480,149,261,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union AFL- CIO, CLC",Stipulated,WON,,2024-08-12 00:00:00,Certific. of Representative,2024,,,,,
4674,"12, 12 JAC, 12 MIA, 24",12-RC-345326,,H&M Fashion USA Inc,RC,Lakeland,FL,2024-07-22 00:00:00,8,3,2,"United Food Commercial Workers Union, Local 1625",Stipulated,,LOSS,2024-08-07 00:00:00,Certification of Results,2024,,,,,
4675,"12, 12 JAC, 12 MIA, 24",12-RC-345578,,"Sun-Sentinel Company, LLC",RC,Deerfield Beach,FL,2024-07-29 00:00:00,23,0,23,"The News Guild-CWA, Communication Workers of America, AFL-CIO",Stipulated,WON,,2024-08-08 00:00:00,Certific. of Representative,2024,,,,,
4676,"12, 12 JAC, 12 MIA, 24",12-RC-346153,,"Sarton Puerto Rico, LLC d/b/a IKEA",RC,Ponce,PR,2024-08-08 00:00:00,5,0,5,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2024-08-21 00:00:00,Certific. of Representative,2024,,,,,
4677,"12, 12 JAC, 12 MIA, 24",12-RC-347743,,Starbucks Corporation,RC,Clearwater,FL,2024-08-20 00:00:00,11,1,8,"Workers United, Southern Regional Joint Board",Stipulated,WON,,2024-09-04 00:00:00,Certific. of Representative,2024,,,,,
4678,"12, 12 JAC, 12 MIA, 24",12-RC-347946,,"Veolia Water North America - South, LLC",RC,Tampa,FL,2024-09-11 00:00:00,21,8,10,"International Union of Operating Engineers Local 30, AFL-CIO",Stipulated,WON,,2024-09-26 00:00:00,Certific. of Representative,2024,,,,,
4679,"12, 12 JAC, 12 MIA, 24",12-RD-327454,,"Daher Aerospace, Inc.",RD,Stuart,FL,2023-11-17 00:00:00,247,42,133,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW",Stipulated,WON,,2023-12-06 00:00:00,Certific. of Representative,2024,,,,,
4680,"12, 12 JAC, 12 MIA, 24",12-RD-327580,,Titan Florida LLC d/b/a Titan Concrete,RD,Fort Lauderdale,FL,2023-11-16 00:00:00,94,72,17,"International Union of Operating Engineers, Local 487",Stipulated,,LOSS,2023-12-06 00:00:00,Certification of Results,2024,,,,,
4681,"12, 12 JAC, 12 MIA, 24",12-RD-327844,,Cooperativa de Ahorro y Credito Pepiniana,RD,San Sebastian,PR,2023-11-14 00:00:00,9,7,1,"Federacion Central de Trabajadores, Local 481, United Food and Commercial Workers International, AFL-CIO",Stipulated,,LOSS,2023-11-27 00:00:00,Certification of Results,2024,,,,,
4682,"12, 12 JAC, 12 MIA, 24",12-RD-331251,,"Gallows Point Management Company, Inc. d/b/a Gallows Point Resort",RD,Saint John,VI,2024-01-11 00:00:00,20,12,7,"United Industrial, Service, Transportation, Professional, and Government Workers of Nort America of the Seafarers International Union of North America, Atlantic, Gulf, Lakes, and Inland Waters District/NMU, AFL-CIO",Stipulated,,LOSS,2024-01-24 00:00:00,Certification of Results,2024,,,,,
4683,"12, 12 JAC, 12 MIA, 24",12-RD-336530,,Kraft Heinz Foods Company,RD,Jacksonville,FL,2024-03-13 00:00:00,149,24,107,"United Food and Commercial Workers International Union, Local Union 1996, AFL-CIO",Stipulated,WON,,2024-03-28 00:00:00,Certific. of Representative,2024,,,,,
4684,"12, 12 JAC, 12 MIA, 24",12-RM-339466,,"H&M Fashion USA, Inc.",RM,Melbourne,FL,2024-05-03 00:00:00,15,1,13,"United Food and Commercial Workers Union, Local 1625",Stipulated,WON,,2024-05-21 00:00:00,Certific. of Representative,2024,,,,,
4685,"12, 12 JAC, 12 MIA, 24",12-RM-339485,,"United Natural Foods, Inc.",RM,Pompano Beach,FL,2024-05-16 00:00:00,78,0,74,International Brotherhood of Teamsters Local Union 769,Directed,WON,,2024-05-31 00:00:00,Certific. of Representative,2024,,,,,
4686,"12, 12 JAC, 12 MIA, 24",12-RM-340636,,Union Tank Car Company,RM,Valdosta,GA,2024-05-21 00:00:00,135,32,91,"International Association of Sheet Metal, Air, Rail and Transportation Workers",Stipulated,WON,,2024-06-06 00:00:00,Certific. of Representative,2024,,,,,
4687,"12, 12 JAC, 12 MIA, 24",12-RM-342051,,Florida Public Utilities Company,RM,Winter Haven,FL,2024-06-18 00:00:00,7,5,2,"United Food Commercial Workers Union, Local 1625",Stipulated,,LOSS,2024-07-02 00:00:00,Certification of Results,2024,,,,,
4688,"12, 12 JAC, 12 MIA, 24",12-RM-343576,,Florida Public Utilities Company,RM,Winter Haven,FL,2024-06-18 00:00:00,3,2,1,"United Food Commercial Workers International Union, Local 1625, AFL-CIO",Stipulated,,LOSS,2024-07-02 00:00:00,Certification of Results,2024,,,,,
4689,"12, 12 JAC, 12 MIA, 24",12-RM-344952,,"SIXT Rent A Car, LLC.",RM,Miami,FL,2024-07-25 00:00:00,32,19,12,"Teamsters Local 769, International Brotherhood of Teamsters",Stipulated,,LOSS,2024-08-15 00:00:00,Certification of Results,2024,,,,,
4690,13,13-RC-274653,,Astound Broadband,RC,Warrenville,IL,2024-01-23 00:00:00,32,21,9,International Brotherhood of Electrical Workers Local Union 21,Directed,,LOSS,2024-02-01 00:00:00,Certification of Results,2024,,,,,
4691,13,13-RC-313847,,"Portillo's Hot Dogs, LLC",RC,Addison,IL,2023-04-13 00:00:00,48,20,28,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, AFL-CIO",Stipulated,WON,,2024-08-16 00:00:00,Certific. of Representative,2024,,,,,
4692,13,13-RC-322825,,"Hospitality Services Rosemont, Inc. d/b/a Holiday Inn Chicago O’Hare- Rosemont and Staybridge Suites",RC,Rosemont,IL,2023-09-15 00:00:00,43,12,28,"Professional Technical Union, PROTECH",Stipulated,WON,,2023-10-03 00:00:00,Certific. of Representative,2024,,,,,
4693,13,13-RC-323624,,"First Student, Inc.",RC,Gary,IN,2023-09-08 00:00:00,47,2,28,International Brotherhood of Teamsters Local 777,Stipulated,WON,,2023-10-04 00:00:00,Certific. of Representative,2024,,,,,
4694,13,13-RC-324067,,"Relish Labs, LLC",RC,Bedford Park,IL,2023-10-01 00:00:00,500,125,200,United Food & Commercial Workers International Union Local 1546,Stipulated,WON,,2023-10-18 00:00:00,Certific. of Representative,2024,,,,,
4695,13,13-RC-325499,,Tree House Humane Society,RC,Chicago,IL,2023-10-06 00:00:00,20,4,14,"District Lodge 8, International Association of Machinists & Aerospace Workers AFL-CIO",Stipulated,WON,,2023-10-18 00:00:00,Certific. of Representative,2024,,,,,
4696,13,13-RC-326017,,Davidson Hotel Company LLC d/b/a Hyatt Centric Chicago Magnificent Mile,RC,Chicago,IL,2023-10-24 00:00:00,47,14,26,UNITE HERE Local 1,Stipulated,WON,,2023-11-02 00:00:00,Certific. of Representative,2024,,,,,
4697,13,13-RC-326217,,"Reliance Plumbing, Sewer and Drainage, Inc.",RC,Northbrook,IL,2023-10-24 00:00:00,17,4,10,"Plumbers Local Union 130, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO",Stipulated,WON,,2023-11-01 00:00:00,Certific. of Representative,2024,,,,,
4698,13,13-RC-326382,,"Sterigenics U.S., LLC",RC,Gurnee,IL,2023-11-03 00:00:00,35,10,23,LiUNA Laborers Local 681,Stipulated,WON,,2023-11-14 00:00:00,Certific. of Representative,2024,,,,,
4699,13,13-RC-326570,,Caliber Holdings LLC d/b/a Caliber Auto Glass,RC,Elgin,IL,2023-10-20 00:00:00,13,10,2,Teamsters Local 781,Stipulated,,LOSS,2023-11-02 00:00:00,Certification of Results,2024,,,,,
4700,13,13-RC-326971,,"LTS Managed Technical Services, LLC",RC,Elmhurst,IL,2023-11-03 00:00:00,32,15,16,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,2023-11-14 00:00:00,Certific. of Representative,2024,,,,,
4701,13,13-RC-327729,,"Pearl of Elk Grove, LLC",RC,Elk Grove Village,IL,2023-10-31 00:00:00,56,5,30,SEIU Healthcare Illinois/Indiana,Stipulated,WON,,2023-11-13 00:00:00,Certific. of Representative,2024,,,,,
4702,13,13-RC-327766,,"Water Tower, LLC d/b/a The Ritz Carlton Hotel",RC,Chicago,IL,2024-06-05 00:00:00,35,16,16,UNITE HERE Local 1,Stipulated,,LOSS,2024-09-05 00:00:00,Certification of Results,2024,,,,,
4703,13,13-RC-327946,,"Bureau Veritas Commodities and Trade, Inc.",RC,Romeoville,IL,2024-01-03 00:00:00,6,2,4,Teamsters Local 710,Directed,WON,,2024-01-11 00:00:00,Certific. of Representative,2024,,,,,
4704,13,13-RC-327979,,"Resilience Healthcare - West Suburban Medical Center, LLC",RC,Oak Park,IL,2023-11-14 00:00:00,27,0,26,"National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO",Stipulated,WON,,2023-11-27 00:00:00,Certific. of Representative,2024,,,,,
4705,13,13-RC-328223,,"TCR Americas, LLC",RC,Chicago,IL,2023-11-29 00:00:00,7,2,5,Teamsters Local Union No. 705,Stipulated,WON,,2023-12-08 00:00:00,Certific. of Representative,2024,,,,,
4706,13,13-RC-328355,,"420 Capital Management, LLC d/b/a Zen Leaf Rogers Park",RC,Chicago,IL,2023-11-27 00:00:00,12,3,8,Teamsters Local 777,Stipulated,WON,,2023-12-06 00:00:00,Certific. of Representative,2024,,,,,
4707,13,13-RC-328672,,"Johnson Controls, Inc.",RC,Calumet City,IL,2023-12-20 00:00:00,25,2,21,Pipefitters Local 597,Stipulated,WON,,2024-01-02 00:00:00,Certific. of Representative,2024,,,,,
4708,13,13-RC-328754,,CBRE,RC,Glenview,IL,,3,2,1,International Union of Operating Engineers Local 399,Stipulated,,LOSS,2024-01-04 00:00:00,Certification of Results,2024,,,,,
4709,13,13-RC-329355,,"Gerald Matteson, Inc. d/b/a/ Gerald Kia",RC,Matteson,IL,2023-12-12 00:00:00,12,5,7,"Automobile Mechanics' Local 701, International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2023-12-21 00:00:00,Certific. of Representative,2024,,,,,
4710,13,13-RC-329436,,"OTO Development, LLC",RC,Chicago,IL,2023-12-20 00:00:00,2,0,2,International Union of Operating Engineers Local 399,Stipulated,WON,,2023-12-29 00:00:00,Certific. of Representative,2024,,,,,
4711,13,13-RC-329537,,Aramark Management Services Limited Partnership,RC,Glenview,IL,2023-12-06 00:00:00,2,1,1,International Union of Operating Engineers Local 399,Stipulated,,LOSS,2023-12-21 00:00:00,Certification of Results,2024,,,,,
4712,13,13-RC-329628,,"PHW Skilled Nursing Facility, LLC, d/b/a Harmony Palos Heights",RC,Palos Heights,IL,2023-11-21 00:00:00,41,1,27,SEIU Healthcare Illinois and Indiana,Stipulated,WON,,2024-01-02 00:00:00,Certific. of Representative,2024,,,,,
4713,13,13-RC-329657,,"Big Ten Network, LLC",RC,Chicago,IL,2024-05-07 00:00:00,42,2,27,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts of the United States, its Territories and Canada, AFL-CIO, CLC",Stipulated,WON,,2024-06-17 00:00:00,Certific. of Representative,2024,,,,,
